time,position,theta
8.90011,0.0683372,-6.28277
8.91011,0.0681971,-6.28277
8.92011,0.0680572,-6.28278
8.93011,0.0679176,-6.28278
8.94011,0.0677782,-6.28278
8.95011,0.0676392,-6.28278
8.96011,0.0675005,-6.28278
8.97011,0.067362,-6.28278
8.98011,0.0672238,-6.28278
8.99011,0.0670859,-6.28278
9.00011,0.0669483,-6.28278
9.01011,0.066811,-6.28278
9.02011,0.0666739,-6.28278
9.03011,0.0665372,-6.28278
9.04011,0.0664007,-6.28279
9.05011,0.0662645,-6.28279
9.06011,0.0661285,-6.28279
9.07011,0.0659929,-6.28279
9.08011,0.0658575,-6.28279
9.09011,0.0657224,-6.28279
9.10011,0.0655876,-6.28279
9.11011,0.065453,-6.28279
9.12011,0.0653188,-6.28279
9.13011,0.0651848,-6.28279
9.14011,0.0650511,-6.28279
9.15011,0.0649176,-6.28279
9.16011,0.0647845,-6.28279
9.17011,0.0646516,-6.28279
9.18011,0.0645189,-6.2828
9.19011,0.0643866,-6.2828
9.20012,0.0642545,-6.2828
9.21012,0.0641227,-6.2828
9.22012,0.0639912,-6.2828
9.23012,0.0638599,-6.2828
9.24012,0.0637289,-6.2828
9.25012,0.0635982,-6.2828
9.26012,0.0634677,-6.2828
9.27012,0.0633375,-6.2828
9.28012,0.0632076,-6.2828
9.29012,0.063078,-6.28281
9.30012,0.0629486,-6.28281
9.31012,0.0628194,-6.28281
9.32012,0.0626906,-6.28281
9.33012,0.062562,-6.28281
9.34012,0.0624336,-6.28281
9.35012,0.0623056,-6.28281
9.36012,0.0621778,-6.28281
9.37012,0.0620502,-6.28281
9.38012,0.0619229,-6.28281
9.39012,0.0617959,-6.28281
9.40012,0.0616692,-6.28281
9.41012,0.0615427,-6.28281
9.42012,0.0614164,-6.28282
9.43012,0.0612904,-6.28282
9.44012,0.0611647,-6.28282
9.45012,0.0610392,-6.28282
9.46012,0.060914,-6.28282
9.47012,0.0607891,-6.28282
9.48012,0.0606644,-6.28282
9.49012,0.0605399,-6.28282
9.50012,0.0604157,-6.28282
9.51012,0.0602918,-6.28282
9.52012,0.0601681,-6.28282
9.53012,0.0600447,-6.28282
9.54012,0.0599216,-6.28282
9.55012,0.0597986,-6.28282
9.56012,0.059676,-6.28283
9.57012,0.0595536,-6.28283
9.58012,0.0594314,-6.28283
9.59012,0.0593095,-6.28283
9.60012,0.0591878,-6.28283
9.61012,0.0590664,-6.28283
9.62012,0.0589453,-6.28283
9.63013,0.0588243,-6.28283
9.64013,0.0587037,-6.28283
9.65013,0.0585833,-6.28283
9.66013,0.0584631,-6.28283
9.67013,0.0583432,-6.28283
9.68013,0.0582235,-6.28283
9.69013,0.0581041,-6.28284
9.70013,0.0579849,-6.28284
9.71013,0.0578659,-6.28284
9.72013,0.0577472,-6.28284
9.73013,0.0576288,-6.28284
9.74013,0.0575106,-6.28284
9.75013,0.0573926,-6.28284
9.76013,0.0572749,-6.28284
9.77013,0.0571574,-6.28284
9.78013,0.0570401,-6.28284
9.79013,0.0569231,-6.28284
9.80013,0.0568064,-6.28284
9.81013,0.0566898,-6.28284
9.82013,0.0565736,-6.28284
9.83013,0.0564575,-6.28285
9.84013,0.0563417,-6.28285
9.85013,0.0562261,-6.28285
9.86013,0.0561108,-6.28285
9.87013,0.0559957,-6.28285
9.88013,0.0558808,-6.28285
9.89013,0.0557662,-6.28285
9.90013,0.0556518,-6.28285
9.91013,0.0555377,-6.28285
9.92013,0.0554237,-6.28285
9.93013,0.0553101,-6.28285
9.94013,0.0551966,-6.28285
9.95013,0.0550834,-6.28285
9.96013,0.0549704,-6.28285
9.97013,0.0548576,-6.28286
9.98013,0.0547451,-6.28286
9.99013,0.0546328,-6.28286
10.0001,0.0545207,-6.28286
10.0101,0.0544089,-6.28286
10.0201,0.0542973,-6.28286
10.0301,0.0541859,-6.28286
10.0401,0.0540748,-6.28286
10.0501,0.0539638,-6.28286
10.0601,0.0538531,-6.28286
10.0701,0.0537427,-6.28286
10.0801,0.0536324,-6.28286
10.0901,0.0535224,-6.28286
10.1001,0.0534126,-6.28286
10.1101,0.0533031,-6.28286
10.1201,0.0531937,-6.28287
10.1301,0.0530846,-6.28287
10.1401,0.0529757,-6.28287
10.1501,0.052867,-6.28287
10.1601,0.0527586,-6.28287
10.1701,0.0526504,-6.28287
10.1801,0.0525424,-6.28287
10.1901,0.0524346,-6.28287
10.2001,0.052327,-6.28287
10.2101,0.0522197,-6.28287
10.2201,0.0521126,-6.28287
10.2301,0.0520057,-6.28287
10.2401,0.051899,-6.28287
10.2501,0.0517925,-6.28287
10.2601,0.0516863,-6.28288
10.2701,0.0515802,-6.28287
10.2801,0.0514744,-6.28288
10.2901,0.0513688,-6.28288
10.3001,0.0512635,-6.28288
10.3101,0.0511583,-6.28288
10.3201,0.0510534,-6.28288
10.3301,0.0509486,-6.28288
10.3401,0.0508441,-6.28288
10.3501,0.0507398,-6.28288
10.3601,0.0506357,-6.28288
10.3701,0.0505318,-6.28288
10.3801,0.0504282,-6.28288
10.3901,0.0503247,-6.28288
10.4001,0.0502215,-6.28288
10.4101,0.0501185,-6.28288
10.4201,0.0500157,-6.28288
10.4301,0.0499131,-6.28289
10.4401,0.0498107,-6.28289
10.4501,0.0497085,-6.28289
10.4601,0.0496065,-6.28289
10.4701,0.0495048,-6.28289
10.4801,0.0494032,-6.28289
10.4901,0.0493019,-6.28289
10.5001,0.0492008,-6.28289
10.5101,0.0490998,-6.28289
10.5201,0.0489991,-6.28289
10.5301,0.0488986,-6.28289
10.5401,0.0487983,-6.28289
10.5501,0.0486982,-6.28289
10.5601,0.0485983,-6.28289
10.5701,0.0484986,-6.28289
10.5801,0.0483991,-6.28289
10.5901,0.0482998,-6.28289
10.6001,0.0482008,-6.28289
10.6101,0.0481019,-6.2829
10.6201,0.0480032,-6.2829
10.6301,0.0479048,-6.2829
10.6401,0.0478065,-6.2829
10.6501,0.0477084,-6.2829
10.6601,0.0476106,-6.2829
10.6701,0.0475129,-6.2829
10.6801,0.0474154,-6.2829
10.6901,0.0473182,-6.2829
10.7001,0.0472211,-6.2829
10.7101,0.0471242,-6.2829
10.7201,0.0470276,-6.2829
10.7302,0.0469311,-6.2829
10.7402,0.0468348,-6.2829
10.7502,0.0467388,-6.2829
10.7602,0.0466429,-6.2829
10.7702,0.0465472,-6.28291
10.7802,0.0464517,-6.28291
10.7902,0.0463565,-6.28291
10.8002,0.0462614,-6.28291
10.8102,0.0461665,-6.28291
10.8202,0.0460718,-6.28291
10.8302,0.0459773,-6.28291
10.8402,0.0458829,-6.28291
10.8502,0.0457888,-6.28291
10.8602,0.0456949,-6.28291
10.8702,0.0456012,-6.28291
10.8802,0.0455076,-6.28291
10.8902,0.0454143,-6.28291
10.9002,0.0453211,-6.28291
10.9102,0.0452281,-6.28291
10.9202,0.0451354,-6.28291
10.9302,0.0450428,-6.28291
10.9402,0.0449504,-6.28291
10.9502,0.0448582,-6.28291
10.9602,0.0447661,-6.28292
10.9702,0.0446743,-6.28292
10.9802,0.0445827,-6.28292
10.9902,0.0444912,-6.28292
11.0002,0.0444,-6.28292
11.0102,0.0443089,-6.28292
11.0202,0.044218,-6.28292
11.0302,0.0441273,-6.28292
11.0402,0.0440368,-6.28292
11.0502,0.0439464,-6.28292
11.0602,0.0438563,-6.28292
11.0702,0.0437663,-6.28292
11.0802,0.0436765,-6.28292
11.0902,0.0435869,-6.28292
11.1002,0.0434975,-6.28292
11.1102,0.0434083,-6.28292
11.1202,0.0433193,-6.28292
11.1302,0.0432304,-6.28293
11.1402,0.0431417,-6.28293
11.1502,0.0430532,-6.28293
11.1602,0.0429649,-6.28293
11.1702,0.0428768,-6.28293
11.1802,0.0427888,-6.28293
11.1902,0.0427011,-6.28293
11.2002,0.0426135,-6.28293
11.2102,0.0425261,-6.28293
11.2202,0.0424388,-6.28293
11.2302,0.0423518,-6.28293
11.2402,0.0422649,-6.28293
11.2502,0.0421782,-6.28293
11.2602,0.0420917,-6.28293
11.2702,0.0420053,-6.28293
11.2802,0.0419192,-6.28293
11.2902,0.0418332,-6.28293
11.3002,0.0417474,-6.28293
11.3102,0.0416617,-6.28293
11.3202,0.0415763,-6.28294
11.3302,0.041491,-6.28294
11.3402,0.0414059,-6.28294
11.3502,0.041321,-6.28294
11.3602,0.0412362,-6.28294
11.3702,0.0411516,-6.28294
11.3802,0.0410672,-6.28294
11.3902,0.040983,-6.28294
11.4002,0.0408989,-6.28294
11.4102,0.040815,-6.28294
11.4202,0.0407313,-6.28294
11.4302,0.0406477,-6.28294
11.4402,0.0405643,-6.28294
11.4502,0.0404811,-6.28294
11.4602,0.0403981,-6.28294
11.4702,0.0403152,-6.28294
11.4802,0.0402325,-6.28294
11.4902,0.04015,-6.28294
11.5002,0.0400676,-6.28294
11.5102,0.0399854,-6.28295
11.5202,0.0399034,-6.28294
11.5302,0.0398216,-6.28294
11.5402,0.0397399,-6.28295
11.5502,0.0396584,-6.28295
11.5602,0.039577,-6.28295
11.5702,0.0394958,-6.28295
11.5802,0.0394148,-6.28295
11.5902,0.039334,-6.28295
11.6002,0.0392533,-6.28295
11.6102,0.0391727,-6.28295
11.6202,0.0390924,-6.28295
11.6302,0.0390122,-6.28295
11.6402,0.0389322,-6.28295
11.6502,0.0388523,-6.28295
11.6602,0.0387726,-6.28295
11.6702,0.0386931,-6.28295
11.6802,0.0386137,-6.28295
11.6902,0.0385345,-6.28295
11.7002,0.0384555,-6.28295
11.7102,0.0383766,-6.28295
11.7202,0.0382979,-6.28295
11.7302,0.0382193,-6.28296
11.7402,0.0381409,-6.28296
11.7502,0.0380627,-6.28296
11.7602,0.0379846,-6.28296
11.7702,0.0379067,-6.28296
11.7802,0.0378289,-6.28296
11.7902,0.0377513,-6.28296
11.8002,0.0376739,-6.28296
11.8102,0.0375966,-6.28296
11.8202,0.0375195,-6.28296
11.8302,0.0374425,-6.28296
11.8402,0.0373657,-6.28296
11.8502,0.0372891,-6.28296
11.8602,0.0372126,-6.28296
11.8702,0.0371362,-6.28296
11.8802,0.0370601,-6.28296
11.8902,0.036984,-6.28296
11.9002,0.0369082,-6.28296
11.9102,0.0368325,-6.28296
11.9202,0.0367569,-6.28296
11.9302,0.0366815,-6.28297
11.9402,0.0366063,-6.28297
11.9502,0.0365312,-6.28297
11.9602,0.0364562,-6.28297
11.9702,0.0363815,-6.28297
11.9802,0.0363068,-6.28297
11.9902,0.0362324,-6.28297
12.0002,0.036158,-6.28297
12.0102,0.0360839,-6.28297
12.0202,0.0360099,-6.28297
12.0302,0.035936,-6.28297
12.0402,0.0358623,-6.28297
12.0502,0.0357887,-6.28297
12.0602,0.0357153,-6.28297
12.0702,0.035642,-6.28297
12.0802,0.0355689,-6.28297
12.0902,0.035496,-6.28297
12.1002,0.0354232,-6.28297
12.1102,0.0353505,-6.28297
12.1202,0.035278,-6.28297
12.1302,0.0352056,-6.28297
12.1402,0.0351334,-6.28297
12.1502,0.0350613,-6.28297
12.1602,0.0349894,-6.28297
12.1702,0.0349176,-6.28297
12.1802,0.034846,-6.28298
12.1902,0.0347745,-6.28298
12.2002,0.0347032,-6.28298
12.2102,0.034632,-6.28298
12.2202,0.034561,-6.28298
12.2302,0.0344901,-6.28298
12.2402,0.0344193,-6.28298
12.2502,0.0343487,-6.28298
12.2602,0.0342783,-6.28298
12.2702,0.0342079,-6.28298
12.2802,0.0341378,-6.28298
12.2902,0.0340677,-6.28298
12.3002,0.0339979,-6.28298
12.3102,0.0339281,-6.28298
12.3202,0.0338585,-6.28298
12.3302,0.0337891,-6.28298
12.3402,0.0337198,-6.28298
12.3502,0.0336506,-6.28298
12.3602,0.0335816,-6.28298
12.3702,0.0335127,-6.28298
12.3802,0.033444,-6.28298
12.3902,0.0333754,-6.28298
12.4002,0.0333069,-6.28298
12.4102,0.0332386,-6.28299
12.4202,0.0331704,-6.28299
12.4302,0.0331024,-6.28299
12.4402,0.0330345,-6.28299
12.4502,0.0329667,-6.28299
12.4602,0.0328991,-6.28299
12.4702,0.0328316,-6.28299
12.4802,0.0327642,-6.28299
12.4902,0.032697,-6.28299
12.5002,0.03263,-6.28299
12.5102,0.032563,-6.28299
12.5202,0.0324962,-6.28299
12.5302,0.0324296,-6.28299
12.5402,0.0323631,-6.28299
12.5502,0.0322967,-6.28299
12.5602,0.0322304,-6.28299
12.5702,0.0321643,-6.28299
12.5802,0.0320983,-6.28299
12.5902,0.0320325,-6.28299
12.6002,0.0319668,-6.28299
12.6102,0.0319012,-6.28299
12.6202,0.0318358,-6.28299
12.6302,0.0317705,-6.28299
12.6402,0.0317053,-6.283
12.6502,0.0316403,-6.28299
12.6602,0.0315754,-6.283
12.6702,0.0315106,-6.283
12.6802,0.031446,-6.283
12.6902,0.0313814,-6.283
12.7002,0.0313171,-6.283
12.7102,0.0312528,-6.283
12.7202,0.0311887,-6.283
12.7302,0.0311247,-6.283
12.7402,0.0310609,-6.283
12.7502,0.0309972,-6.283
12.7602,0.0309336,-6.283
12.7702,0.0308701,-6.283
12.7802,0.0308068,-6.283
12.7902,0.0307436,-6.283
12.8002,0.0306806,-6.283
12.8102,0.0306176,-6.283
12.8202,0.0305548,-6.283
12.8302,0.0304921,-6.283
12.8402,0.0304296,-6.283
12.8502,0.0303672,-6.283
12.8602,0.0303049,-6.283
12.8702,0.0302427,-6.283
12.8802,0.0301807,-6.283
12.8902,0.0301188,-6.283
12.9002,0.030057,-6.283
12.9102,0.0299953,-6.283
12.9202,0.0299338,-6.283
12.9302,0.0298724,-6.28301
12.9402,0.0298111,-6.28301
12.9502,0.02975,-6.28301
12.9602,0.0296889,-6.28301
12.9702,0.029628,-6.28301
12.9802,0.0295672,-6.28301
12.9902,0.0295066,-6.28301
13.0002,0.0294461,-6.28301
13.0102,0.0293857,-6.28301
13.0202,0.0293254,-6.28301
13.0302,0.0292652,-6.28301
13.0402,0.0292052,-6.28301
13.0502,0.0291453,-6.28301
13.0602,0.0290855,-6.28301
13.0702,0.0290258,-6.28301
13.0802,0.0289663,-6.28301
13.0902,0.0289069,-6.28301
13.1002,0.0288476,-6.28301
13.1102,0.0287884,-6.28301
13.1202,0.0287294,-6.28301
13.1302,0.0286704,-6.28301
13.1402,0.0286116,-6.28301
13.1502,0.0285529,-6.28301
13.1602,0.0284944,-6.28301
13.1702,0.0284359,-6.28301
13.1802,0.0283776,-6.28301
13.1902,0.0283194,-6.28301
13.2002,0.0282613,-6.28302
13.2102,0.0282033,-6.28302
13.2202,0.0281455,-6.28302
13.2302,0.0280877,-6.28302
13.2402,0.0280301,-6.28302
13.2502,0.0279726,-6.28302
13.2602,0.0279152,-6.28302
13.2702,0.027858,-6.28302
13.2802,0.0278008,-6.28302
13.2902,0.0277438,-6.28302
13.3002,0.0276869,-6.28302
13.3102,0.0276301,-6.28302
13.3202,0.0275734,-6.28302
13.3302,0.0275169,-6.28302
13.3402,0.0274604,-6.28302
13.3502,0.0274041,-6.28302
13.3602,0.0273479,-6.28302
13.3702,0.0272918,-6.28302
13.3802,0.0272358,-6.28302
13.3902,0.0271799,-6.28302
13.4002,0.0271242,-6.28302
13.4102,0.0270685,-6.28302
13.4202,0.027013,-6.28302
13.4302,0.0269576,-6.28302
13.4402,0.0269023,-6.28302
13.4502,0.0268471,-6.28302
13.4602,0.026792,-6.28302
13.4702,0.0267371,-6.28302
13.4802,0.0266822,-6.28302
13.4902,0.0266275,-6.28302
13.5002,0.0265729,-6.28303
13.5102,0.0265184,-6.28303
13.5202,0.026464,-6.28303
13.5302,0.0264097,-6.28303
13.5402,0.0263555,-6.28303
13.5502,0.0263014,-6.28303
13.5602,0.0262475,-6.28303
13.5702,0.0261937,-6.28303
13.5802,0.0261399,-6.28303
13.5902,0.0260863,-6.28303
13.6002,0.0260328,-6.28303
13.6102,0.0259794,-6.28303
13.6202,0.0259261,-6.28303
13.6302,0.0258729,-6.28303
13.6402,0.0258198,-6.28303
13.6502,0.0257669,-6.28303
13.6602,0.025714,-6.28303
13.6702,0.0256613,-6.28303
13.6802,0.0256086,-6.28303
13.6902,0.0255561,-6.28303
13.7002,0.0255037,-6.28303
13.7102,0.0254514,-6.28303
13.7202,0.0253992,-6.28303
13.7302,0.0253471,-6.28303
13.7402,0.0252951,-6.28303
13.7502,0.0252432,-6.28303
13.7602,0.0251914,-6.28303
13.7702,0.0251397,-6.28303
13.7802,0.0250882,-6.28303
13.7902,0.0250367,-6.28303
13.8002,0.0249853,-6.28303
13.8102,0.0249341,-6.28304
13.8202,0.0248829,-6.28304
13.8302,0.0248319,-6.28304
13.8402,0.024781,-6.28304
13.8502,0.0247301,-6.28304
13.8602,0.0246794,-6.28304
13.8702,0.0246288,-6.28304
13.8802,0.0245783,-6.28304
13.8902,0.0245278,-6.28304
13.9002,0.0244775,-6.28304
13.9102,0.0244273,-6.28304
13.9202,0.0243772,-6.28304
13.9302,0.0243272,-6.28304
13.9402,0.0242773,-6.28304
13.9502,0.0242275,-6.28304
13.9602,0.0241778,-6.28304
13.9702,0.0241282,-6.28304
13.9802,0.0240787,-6.28304
13.9902,0.0240293,-6.28304
14.0002,0.02398,-6.28304
14.0102,0.0239308,-6.28304
14.0202,0.0238817,-6.28304
14.0302,0.0238327,-6.28304
14.0402,0.0237838,-6.28304
14.0502,0.0237351,-6.28304
14.0602,0.0236864,-6.28304
14.0702,0.0236378,-6.28304
14.0802,0.0235893,-6.28304
14.0902,0.0235409,-6.28304
14.1002,0.0234926,-6.28304
14.1102,0.0234444,-6.28304
14.1202,0.0233963,-6.28304
14.1302,0.0233483,-6.28304
14.1402,0.0233004,-6.28305
14.1502,0.0232526,-6.28305
14.1602,0.0232049,-6.28305
14.1702,0.0231573,-6.28305
14.1802,0.0231098,-6.28305
14.1902,0.0230624,-6.28305
14.2002,0.0230151,-6.28305
14.2102,0.0229679,-6.28305
14.2202,0.0229208,-6.28305
14.2302,0.0228738,-6.28305
14.2402,0.0228268,-6.28305
14.2502,0.02278,-6.28305
14.2602,0.0227333,-6.28305
14.2702,0.0226866,-6.28305
14.2802,0.0226401,-6.28305
14.2902,0.0225936,-6.28305
14.3002,0.0225473,-6.28305
14.3102,0.022501,-6.28305
14.3202,0.0224549,-6.28305
14.3302,0.0224088,-6.28305
14.3402,0.0223628,-6.28305
14.3502,0.022317,-6.28305
14.3602,0.0222712,-6.28305
14.3702,0.0222255,-6.28305
14.3802,0.0221799,-6.28305
14.3902,0.0221344,-6.28305
14.4002,0.022089,-6.28305
14.4102,0.0220437,-6.28305
14.4202,0.0219985,-6.28305
14.4302,0.0219533,-6.28305
14.4402,0.0219083,-6.28305
14.4502,0.0218633,-6.28305
14.4602,0.0218185,-6.28305
14.4702,0.0217737,-6.28305
14.4802,0.0217291,-6.28305
14.4902,0.0216845,-6.28305
14.5002,0.02164,-6.28305
14.5102,0.0215956,-6.28306
14.5202,0.0215513,-6.28306
14.5302,0.0215071,-6.28306
14.5402,0.021463,-6.28306
14.5502,0.021419,-6.28306
14.5602,0.021375,-6.28306
14.5702,0.0213312,-6.28306
14.5802,0.0212874,-6.28306
14.5902,0.0212438,-6.28306
14.6002,0.0212002,-6.28306
14.6102,0.0211567,-6.28306
14.6202,0.0211133,-6.28306
14.6302,0.02107,-6.28306
14.6402,0.0210268,-6.28306
14.6502,0.0209836,-6.28306
14.6602,0.0209406,-6.28306
14.6702,0.0208976,-6.28306
14.6802,0.0208548,-6.28306
14.6902,0.020812,-6.28306
14.7002,0.0207693,-6.28306
14.7102,0.0207267,-6.28306
14.7202,0.0206842,-6.28306
14.7302,0.0206418,-6.28306
14.7402,0.0205994,-6.28306
14.7502,0.0205572,-6.28306
14.7602,0.020515,-6.28306
14.7702,0.0204729,-6.28306
14.7802,0.0204309,-6.28306
14.7902,0.020389,-6.28306
14.8002,0.0203472,-6.28306
14.8102,0.0203054,-6.28306
14.8202,0.0202638,-6.28306
14.8302,0.0202222,-6.28306
14.8402,0.0201807,-6.28306
14.8502,0.0201394,-6.28306
14.8602,0.020098,-6.28306
14.8702,0.0200568,-6.28306
14.8802,0.0200157,-6.28306
14.8902,0.0199746,-6.28306
14.9002,0.0199336,-6.28306
14.9102,0.0198928,-6.28307
14.9202,0.019852,-6.28307
14.9302,0.0198112,-6.28307
14.9402,0.0197706,-6.28307
14.9502,0.01973,-6.28307
14.9602,0.0196896,-6.28307
14.9702,0.0196492,-6.28307
14.9802,0.0196089,-6.28307
14.9902,0.0195687,-6.28307
15.0002,0.0195285,-6.28307
15.0102,0.0194885,-6.28307
15.0202,0.0194485,-6.28307
15.0302,0.0194086,-6.28307
15.0402,0.0193688,-6.28307
15.0502,0.0193291,-6.28307
15.0602,0.0192894,-6.28307
15.0702,0.0192498,-6.28307
15.0802,0.0192104,-6.28307
15.0903,0.0191709,-6.28307
15.1003,0.0191316,-6.28307
15.1103,0.0190924,-6.28307
15.1203,0.0190532,-6.28307
15.1303,0.0190141,-6.28307
15.1403,0.0189751,-6.28307
15.1503,0.0189362,-6.28307
15.1603,0.0188974,-6.28307
15.1703,0.0188586,-6.28307
15.1803,0.0188199,-6.28307
15.1903,0.0187813,-6.28307
15.2003,0.0187428,-6.28307
15.2103,0.0187043,-6.28307
15.2203,0.018666,-6.28307
15.2303,0.0186277,-6.28307
15.2403,0.0185895,-6.28307
15.2503,0.0185513,-6.28307
15.2603,0.0185133,-6.28307
15.2703,0.0184753,-6.28307
15.2803,0.0184374,-6.28307
15.2903,0.0183996,-6.28307
15.3003,0.0183618,-6.28307
15.3103,0.0183242,-6.28307
15.3203,0.0182866,-6.28308
15.3303,0.0182491,-6.28308
15.3403,0.0182116,-6.28308
15.3503,0.0181743,-6.28308
15.3603,0.018137,-6.28308
15.3703,0.0180998,-6.28308
15.3803,0.0180626,-6.28308
15.3903,0.0180256,-6.28308
15.4003,0.0179886,-6.28308
15.4103,0.0179517,-6.28308
15.4203,0.0179149,-6.28308
15.4303,0.0178781,-6.28308
15.4403,0.0178415,-6.28308
15.4503,0.0178049,-6.28308
15.4603,0.0177683,-6.28308
15.4703,0.0177319,-6.28308
15.4803,0.0176955,-6.28308
15.4903,0.0176592,-6.28308
15.5003,0.017623,-6.28308
15.5103,0.0175868,-6.28308
15.5203,0.0175508,-6.28308
15.5303,0.0175148,-6.28308
15.5403,0.0174788,-6.28308
15.5503,0.017443,-6.28308
15.5603,0.0174072,-6.28308
15.5703,0.0173715,-6.28308
15.5803,0.0173359,-6.28308
15.5903,0.0173003,-6.28308
15.6003,0.0172648,-6.28308
15.6103,0.0172294,-6.28308
15.6203,0.0171941,-6.28308
15.6303,0.0171588,-6.28308
15.6403,0.0171236,-6.28308
15.6503,0.0170885,-6.28308
15.6603,0.0170534,-6.28308
15.6703,0.0170184,-6.28308
15.6803,0.0169835,-6.28308
15.6903,0.0169487,-6.28308
15.7003,0.0169139,-6.28308
15.7103,0.0168792,-6.28308
15.7203,0.0168446,-6.28308
15.7303,0.01681,-6.28308
15.7403,0.0167755,-6.28308
15.7503,0.0167411,-6.28308
15.7603,0.0167068,-6.28308
15.7703,0.0166725,-6.28309
15.7803,0.0166383,-6.28308
15.7903,0.0166042,-6.28308
15.8003,0.0165701,-6.28308
15.8103,0.0165361,-6.28309
15.8203,0.0165022,-6.28309
15.8303,0.0164683,-6.28309
15.8403,0.0164346,-6.28309
15.8503,0.0164008,-6.28309
15.8603,0.0163672,-6.28309
15.8703,0.0163336,-6.28309
15.8803,0.0163001,-6.28309
15.8903,0.0162667,-6.28309
15.9003,0.0162333,-6.28309
15.9103,0.0162,-6.28309
15.9203,0.0161668,-6.28309
15.9303,0.0161336,-6.28309
15.9403,0.0161005,-6.28309
15.9503,0.0160675,-6.28309
15.9603,0.0160345,-6.28309
15.9703,0.0160016,-6.28309
15.9803,0.0159688,-6.28309
15.9903,0.0159361,-6.28309
16.0003,0.0159034,-6.28309
16.0103,0.0158708,-6.28309
16.0203,0.0158382,-6.28309
16.0303,0.0158057,-6.28309
16.0403,0.0157733,-6.28309
16.0503,0.0157409,-6.28309
16.0603,0.0157086,-6.28309
16.0703,0.0156764,-6.28309
16.0803,0.0156443,-6.28309
16.0903,0.0156122,-6.28309
16.1003,0.0155801,-6.28309
16.1103,0.0155482,-6.28309
16.1203,0.0155163,-6.28309
16.1303,0.0154845,-6.28309
16.1403,0.0154527,-6.28309
16.1503,0.015421,-6.28309
16.1603,0.0153894,-6.28309
16.1703,0.0153578,-6.28309
16.1803,0.0153263,-6.28309
16.1903,0.0152949,-6.28309
16.2003,0.0152635,-6.28309
16.2103,0.0152322,-6.28309
16.2203,0.0152009,-6.28309
16.2303,0.0151698,-6.28309
16.2403,0.0151386,-6.28309
16.2503,0.0151076,-6.28309
16.2603,0.0150766,-6.28309
16.2703,0.0150457,-6.28309
16.2803,0.0150148,-6.28309
16.2903,0.014984,-6.28309
16.3003,0.0149533,-6.28309
16.3103,0.0149226,-6.28309
16.3203,0.014892,-6.2831
16.3303,0.0148614,-6.2831
16.3403,0.014831,-6.2831
16.3503,0.0148005,-6.2831
16.3603,0.0147702,-6.2831
16.3703,0.0147399,-6.2831
16.3803,0.0147096,-6.2831
16.3903,0.0146795,-6.2831
16.4003,0.0146494,-6.2831
16.4103,0.0146193,-6.2831
16.4203,0.0145893,-6.2831
16.4303,0.0145594,-6.2831
16.4403,0.0145295,-6.2831
16.4503,0.0144997,-6.2831
16.4603,0.01447,-6.2831
16.4703,0.0144403,-6.2831
16.4803,0.0144107,-6.2831
16.4903,0.0143811,-6.2831
16.5003,0.0143516,-6.2831
16.5103,0.0143222,-6.2831
16.5203,0.0142928,-6.2831
16.5303,0.0142635,-6.2831
16.5403,0.0142342,-6.2831
16.5503,0.014205,-6.2831
16.5603,0.0141759,-6.2831
16.5703,0.0141468,-6.2831
16.5803,0.0141178,-6.2831
16.5903,0.0140888,-6.2831
16.6003,0.0140599,-6.2831
16.6103,0.0140311,-6.2831
16.6203,0.0140023,-6.2831
16.6303,0.0139736,-6.2831
16.6403,0.0139449,-6.2831
16.6503,0.0139163,-6.2831
16.6603,0.0138878,-6.2831
16.6703,0.0138593,-6.2831
16.6803,0.0138309,-6.2831
16.6903,0.0138025,-6.2831
16.7003,0.0137742,-6.2831
16.7103,0.0137459,-6.2831
16.7203,0.0137177,-6.2831
16.7303,0.0136896,-6.2831
16.7403,0.0136615,-6.2831
16.7503,0.0136335,-6.2831
16.7603,0.0136055,-6.2831
16.7703,0.0135776,-6.2831
16.7803,0.0135498,-6.2831
16.7903,0.013522,-6.2831
16.8003,0.0134942,-6.2831
16.8103,0.0134665,-6.2831
16.8203,0.0134389,-6.2831
16.8303,0.0134114,-6.28311
16.8403,0.0133838,-6.2831
16.8503,0.0133564,-6.2831
16.8603,0.013329,-6.28311
16.8703,0.0133017,-6.2831
16.8803,0.0132744,-6.28311
16.8903,0.0132471,-6.28311
16.9003,0.01322,-6.28311
16.9103,0.0131929,-6.28311
16.9203,0.0131658,-6.28311
16.9303,0.0131388,-6.28311
16.9403,0.0131118,-6.28311
16.9503,0.0130849,-6.28311
16.9603,0.0130581,-6.28311
16.9703,0.0130313,-6.28311
16.9803,0.0130046,-6.28311
16.9903,0.0129779,-6.28311
17.0003,0.0129513,-6.28311
17.0103,0.0129247,-6.28311
17.0203,0.0128982,-6.28311
17.0303,0.0128717,-6.28311
17.0403,0.0128453,-6.28311
17.0503,0.012819,-6.28311
17.0603,0.0127927,-6.28311
17.0703,0.0127665,-6.28311
17.0803,0.0127403,-6.28311
17.0903,0.0127141,-6.28311
17.1003,0.0126881,-6.28311
17.1103,0.012662,-6.28311
17.1203,0.0126361,-6.28311
17.1303,0.0126101,-6.28311
17.1403,0.0125843,-6.28311
17.1503,0.0125585,-6.28311
17.1603,0.0125327,-6.28311
17.1703,0.012507,-6.28311
17.1803,0.0124813,-6.28311
